

MESSAGE: Pygame initialized for simulation.

RUN: run status: enemy: 5; fitness: 74.2571193642081; player life: 0; enemy life: 10.0; time: 848
RUN: run status: enemy: 5; fitness: 87.14417677836518; player life: 38.20000000000028; enemy life: 0; time: 793

RUN: run status: enemy: 5; fitness: 84.07410892511659; player life: 9.400000000000231; enemy life: 0; time: 959

RUN: run status: enemy: 5; fitness: 86.91177175158262; player life: 35.800000000000274; enemy life: 0; time: 787

RUN: run status: enemy: 5; fitness: 56.31224472101788; player life: 2.200000000000234; enemy life: 30.0; time: 1000

RUN: run status: enemy: 5; fitness: 74.26066337264282; player life: 0; enemy life: 10.0; time: 845

RUN: run status: enemy: 5; fitness: 74.97224472101789; player life: 8.800000000000232; enemy life: 10.0; time: 1000

RUN: run status: enemy: 5; fitness: 38.209902764486095; player life: 0; enemy life: 50.0; time: 889

RUN: run status: enemy: 5; fitness: 47.30173194588458; player life: 0; enemy life: 40.0; time: 811

RUN: run status: enemy: 5; fitness: 65.09826279334342; player life: 0; enemy life: 20.0; time: 994

RUN: run status: enemy: 5; fitness: 56.154120124735954; player life: 0; enemy life: 30.0; time: 940

RUN: run status: enemy: 5; fitness: 47.157316717761574; player life: 0; enemy life: 40.0; time: 937

RUN: run status: enemy: 5; fitness: 84.64349300762784; player life: 14.200000000000228; enemy life: 0; time: 877

RUN: run status: enemy: 5; fitness: 56.244231078015744; player life: 0; enemy life: 30.0; time: 859

RUN: run status: enemy: 5; fitness: 20.492244721017887; player life: 4.0000000000002345; enemy life: 70.0; time: 1000

RUN: run status: enemy: 5; fitness: 65.18216942854585; player life: 0; enemy life: 20.0; time: 914

RUN: run status: enemy: 5; fitness: 88.48167537496052; player life: 47.2000000000003; enemy life: 0; time: 512

RUN: run status: enemy: 5; fitness: 47.31413905293164; player life: 0; enemy life: 40.0; time: 801

RUN: run status: enemy: 5; fitness: 56.25594081368865; player life: 0; enemy life: 30.0; time: 849

RUN: run status: enemy: 5; fitness: 38.19760523667569; player life: 0; enemy life: 50.0; time: 900

RUN: run status: enemy: 5; fitness: 47.34842812641027; player life: 0; enemy life: 40.0; time: 774

RUN: run status: enemy: 5; fitness: 65.17128792835831; player life: 0; enemy life: 20.0; time: 924

RUN: run status: enemy: 5; fitness: 47.25224472101789; player life: 1.6000000000002341; enemy life: 40.0; time: 1000

RUN: run status: enemy: 5; fitness: 56.09524923003816; player life: 0; enemy life: 30.0; time: 997

RUN: run status: enemy: 5; fitness: 47.21554293736236; player life: 0; enemy life: 40.0; time: 884

RUN: run status: enemy: 5; fitness: 56.38126101648278; player life: 0; enemy life: 30.0; time: 749

RUN: run status: enemy: 5; fitness: 47.21328304939492; player life: 0; enemy life: 40.0; time: 886

RUN: run status: enemy: 5; fitness: 38.67224472101789; player life: 5.800000000000233; enemy life: 50.0; time: 1000

RUN: run status: enemy: 5; fitness: 56.36799822260437; player life: 0; enemy life: 30.0; time: 759

RUN: run status: enemy: 5; fitness: 86.1484281264103; player life: 28.000000000000256; enemy life: 0; time: 774

RUN: run status: enemy: 5; fitness: 65.2955856450359; player life: 0; enemy life: 20.0; time: 816

RUN: run status: enemy: 5; fitness: 75.99224472101788; player life: 19.000000000000234; enemy life: 10.0; time: 1000

RUN: run status: enemy: 5; fitness: 65.27137138691529; player life: 0; enemy life: 20.0; time: 836

RUN: run status: enemy: 5; fitness: 65.25241347317069; player life: 0; enemy life: 20.0; time: 852

RUN: run status: enemy: 5; fitness: 74.2326568747346; player life: 0; enemy life: 10.0; time: 869

RUN: run status: enemy: 5; fitness: 56.32670203223235; player life: 0; enemy life: 30.0; time: 791

RUN: run status: enemy: 5; fitness: 47.22007809252775; player life: 0; enemy life: 40.0; time: 880

RUN: run status: enemy: 5; fitness: 84.50171785052359; player life: 10.000000000000231; enemy life: 0; time: 664

RUN: run status: enemy: 5; fitness: 85.4479982226044; player life: 20.80000000000024; enemy life: 0; time: 759

RUN: run status: enemy: 5; fitness: 74.21441235499208; player life: 0; enemy life: 10.0; time: 885

RUN: run status: enemy: 5; fitness: 47.27857429920935; player life: 0; enemy life: 40.0; time: 830

RUN: run status: enemy: 5; fitness: 38.34584747981678; player life: 0; enemy life: 50.0; time: 776

RUN: run status: enemy: 5; fitness: 56.79224472101789; player life: 7.000000000000233; enemy life: 30.0; time: 1000

RUN: run status: enemy: 5; fitness: 74.10735835882791; player life: 0; enemy life: 10.0; time: 985

RUN: run status: enemy: 5; fitness: 56.30049965983832; player life: 0; enemy life: 30.0; time: 812

RUN: run status: enemy: 5; fitness: 29.239585308916574; player life: 0; enemy life: 60.0; time: 863

RUN: run status: enemy: 5; fitness: 47.340706080316366; player life: 0; enemy life: 40.0; time: 780

RUN: run status: enemy: 5; fitness: 74.55224472101789; player life: 4.600000000000234; enemy life: 10.0; time: 1000

RUN: run status: enemy: 5; fitness: 83.7120650563001; player life: 5.200000000000234; enemy life: 0; time: 905

RUN: run status: enemy: 5; fitness: 56.79224472101789; player life: 7.000000000000233; enemy life: 30.0; time: 1000

RUN: run status: enemy: 5; fitness: 85.81289139213351; player life: 25.00000000000025; enemy life: 0; time: 802

RUN: run status: enemy: 5; fitness: 47.21554293736236; player life: 0; enemy life: 40.0; time: 884

RUN: run status: enemy: 5; fitness: 83.67424672368857; player life: 5.800000000000233; enemy life: 0; time: 998

RUN: run status: enemy: 5; fitness: 20.28704379932293; player life: 0; enemy life: 70.0; time: 823

RUN: run status: enemy: 5; fitness: 74.15199472542363; player life: 0; enemy life: 10.0; time: 942

RUN: run status: enemy: 5; fitness: 84.61663905423376; player life: 13.00000000000023; enemy life: 0; time: 799

RUN: run status: enemy: 5; fitness: 65.31224472101789; player life: 2.200000000000234; enemy life: 20.0; time: 1000

RUN: run status: enemy: 5; fitness: 47.16159479915265; player life: 0; enemy life: 40.0; time: 933

RUN: run status: enemy: 5; fitness: 47.24306761075245; player life: 0; enemy life: 40.0; time: 860

RUN: run status: enemy: 5; fitness: 74.13410892511656; player life: 0; enemy life: 10.0; time: 959

RUN: run status: enemy: 5; fitness: 85.86420108294153; player life: 25.60000000000025; enemy life: 0; time: 809

RUN: run status: enemy: 5; fitness: 89.1844351089183; player life: 53.200000000000315; enemy life: 0; time: 462

RUN: run status: enemy: 5; fitness: 86.27244998517523; player life: 28.600000000000257; enemy life: 0; time: 726

RUN: run status: enemy: 5; fitness: 74.15199472542363; player life: 0; enemy life: 10.0; time: 942

RUN: run status: enemy: 5; fitness: 47.26303304199814; player life: 0; enemy life: 40.0; time: 843

RUN: run status: enemy: 5; fitness: 47.24539590051204; player life: 0; enemy life: 40.0; time: 858

RUN: run status: enemy: 5; fitness: 74.37224472101789; player life: 2.8000000000002343; enemy life: 10.0; time: 1000

RUN: run status: enemy: 5; fitness: 75.03224472101789; player life: 9.400000000000231; enemy life: 10.0; time: 1000

RUN: run status: enemy: 5; fitness: 65.11858869635746; player life: 0; enemy life: 20.0; time: 974

RUN: run status: enemy: 5; fitness: 74.20765557252919; player life: 0; enemy life: 10.0; time: 891

RUN: run status: enemy: 5; fitness: 47.170206262487575; player life: 0; enemy life: 40.0; time: 925

RUN: run status: enemy: 5; fitness: 84.9017319458846; player life: 16.000000000000227; enemy life: 0; time: 811

RUN: run status: enemy: 5; fitness: 47.16052356177116; player life: 0; enemy life: 40.0; time: 934

RUN: run status: enemy: 5; fitness: 65.31538827233207; player life: 0; enemy life: 20.0; time: 800

RUN: run status: enemy: 5; fitness: 47.12580150454671; player life: 0; enemy life: 40.0; time: 967

RUN: run status: enemy: 5; fitness: 56.16266718531441; player life: 0; enemy life: 30.0; time: 932

RUN: run status: enemy: 5; fitness: 38.24190549557227; player life: 0; enemy life: 50.0; time: 861

RUN: run status: enemy: 5; fitness: 47.252413473170684; player life: 0; enemy life: 40.0; time: 852

RUN: run status: enemy: 5; fitness: 84.13982993169783; player life: 9.400000000000231; enemy life: 0; time: 898

RUN: run status: enemy: 5; fitness: 56.34584747981678; player life: 0; enemy life: 30.0; time: 776

RUN: run status: enemy: 5; fitness: 85.97107352246651; player life: 25.60000000000025; enemy life: 0; time: 727

RUN: run status: enemy: 5; fitness: 74.1734547764434; player life: 0; enemy life: 10.0; time: 922

RUN: run status: enemy: 5; fitness: 38.185457102740045; player life: 0; enemy life: 50.0; time: 911

RUN: run status: enemy: 5; fitness: 83.7120650563001; player life: 5.200000000000234; enemy life: 0; time: 905

RUN: run status: enemy: 5; fitness: 65.2326568747346; player life: 0; enemy life: 20.0; time: 869

RUN: run status: enemy: 5; fitness: 87.13614447346791; player life: 37.00000000000028; enemy life: 0; time: 709

RUN: run status: enemy: 5; fitness: 74.14143496520863; player life: 0; enemy life: 10.0; time: 952

RUN: run status: enemy: 5; fitness: 74.17237076549715; player life: 0; enemy life: 10.0; time: 923

RUN: run status: enemy: 5; fitness: 65.13224472101788; player life: 0.40000000000023406; enemy life: 20.0; time: 1000

RUN: run status: enemy: 5; fitness: 65.14775743094812; player life: 0; enemy life: 20.0; time: 946

RUN: run status: enemy: 5; fitness: 87.26233241211739; player life: 35.20000000000027; enemy life: 0; time: 522

RUN: run status: enemy: 5; fitness: 84.33686730400923; player life: 10.000000000000231; enemy life: 0; time: 783

RUN: run status: enemy: 5; fitness: 47.253587871426625; player life: 0; enemy life: 40.0; time: 851

RUN: run status: enemy: 5; fitness: 65.14564549774498; player life: 0; enemy life: 20.0; time: 948

RUN: run status: enemy: 5; fitness: 65.20429422482648; player life: 0; enemy life: 20.0; time: 894

RUN: run status: enemy: 5; fitness: 65.1734547764434; player life: 0; enemy life: 20.0; time: 922

RUN: run status: enemy: 5; fitness: 74.32670203223235; player life: 0; enemy life: 10.0; time: 791

RUN: run status: enemy: 5; fitness: 86.16323034442786; player life: 26.20000000000025; enemy life: 0; time: 637

RUN: run status: enemy: 5; fitness: 86.30749211296543; player life: 28.600000000000257; enemy life: 0; time: 701

RUN: run status: enemy: 5; fitness: 65.1403850963458; player life: 0; enemy life: 20.0; time: 953

RUN: run status: enemy: 5; fitness: 56.12373538810923; player life: 0; enemy life: 30.0; time: 969

RUN: run status: enemy: 5; fitness: 65.36274196871554; player life: 0; enemy life: 20.0; time: 763

RUN: run status: enemy: 5; fitness: 74.26303304199814; player life: 0; enemy life: 10.0; time: 843

RUN: run status: enemy: 5; fitness: 38.36012416617346; player life: 0; enemy life: 50.0; time: 765

RUN: run status: enemy: 5; fitness: 84.87065075683263; player life: 14.800000000000228; enemy life: 0; time: 742

RUN: run status: enemy: 5; fitness: 83.99558564503592; player life: 7.000000000000233; enemy life: 0; time: 816

RUN: run status: enemy: 5; fitness: 65.13224472101788; player life: 0.40000000000023406; enemy life: 20.0; time: 1000

RUN: run status: enemy: 5; fitness: 84.4097209514126; player life: 10.60000000000023; enemy life: 0; time: 773

RUN: run status: enemy: 5; fitness: 74.26066337264282; player life: 0; enemy life: 10.0; time: 845

RUN: run status: enemy: 5; fitness: 47.35621026685233; player life: 0; enemy life: 40.0; time: 768

RUN: run status: enemy: 5; fitness: 85.2510735224665; player life: 18.400000000000233; enemy life: 0; time: 727

RUN: run status: enemy: 5; fitness: 65.09926933595483; player life: 0; enemy life: 20.0; time: 993

RUN: run status: enemy: 5; fitness: 65.119615917814; player life: 0; enemy life: 20.0; time: 973

RUN: run status: enemy: 5; fitness: 65.24889853106325; player life: 0; enemy life: 20.0; time: 855

RUN: run status: enemy: 5; fitness: 86.25383921105593; player life: 27.400000000000254; enemy life: 0; time: 656

RUN: run status: enemy: 5; fitness: 65.31413905293164; player life: 0; enemy life: 20.0; time: 801

RUN: run status: enemy: 5; fitness: 87.48849815010632; player life: 38.20000000000028; enemy life: 0; time: 562

RUN: run status: enemy: 5; fitness: 86.35421593987179; player life: 28.600000000000257; enemy life: 0; time: 669

RUN: run status: enemy: 5; fitness: 84.24655540048911; player life: 10.60000000000023; enemy life: 0; time: 910

RUN: run status: enemy: 5; fitness: 29.14459120139007; player life: 0; enemy life: 60.0; time: 949

RUN: run status: enemy: 5; fitness: 29.400129500787163; player life: 0; enemy life: 60.0; time: 735

RUN: run status: enemy: 5; fitness: 65.36668156671962; player life: 0; enemy life: 20.0; time: 760

RUN: run status: enemy: 5; fitness: 38.10735835882791; player life: 0; enemy life: 50.0; time: 985

RUN: run status: enemy: 5; fitness: 29.2713713869153; player life: 0; enemy life: 60.0; time: 836

RUN: run status: enemy: 5; fitness: 85.64497518017193; player life: 20.200000000000237; enemy life: 0; time: 587

RUN: run status: enemy: 5; fitness: 87.19090371629376; player life: 34.60000000000027; enemy life: 0; time: 528

RUN: run status: enemy: 5; fitness: 74.17237076549715; player life: 0; enemy life: 10.0; time: 923

RUN: run status: enemy: 5; fitness: 47.20765557252919; player life: 0; enemy life: 40.0; time: 891

RUN: run status: enemy: 5; fitness: 56.15305686041462; player life: 0; enemy life: 30.0; time: 941

RUN: run status: enemy: 5; fitness: 65.24772962385826; player life: 0; enemy life: 20.0; time: 856

RUN: run status: enemy: 5; fitness: 84.42423107801577; player life: 11.80000000000023; enemy life: 0; time: 859

RUN: run status: enemy: 5; fitness: 29.260663372642824; player life: 0; enemy life: 60.0; time: 845

RUN: run status: enemy: 5; fitness: 87.14157381634844; player life: 35.20000000000027; enemy life: 0; time: 589

RUN: run status: enemy: 5; fitness: 85.12219530497633; player life: 18.400000000000233; enemy life: 0; time: 827

RUN: run status: enemy: 5; fitness: 65.55224472101789; player life: 4.600000000000234; enemy life: 20.0; time: 1000

RUN: run status: enemy: 5; fitness: 74.25224472101789; player life: 1.6000000000002341; enemy life: 10.0; time: 1000

RUN: run status: enemy: 5; fitness: 56.20653386741999; player life: 0; enemy life: 30.0; time: 892

RUN: run status: enemy: 5; fitness: 74.26659810816264; player life: 0; enemy life: 10.0; time: 840

RUN: run status: enemy: 5; fitness: 85.06832626799137; player life: 16.60000000000023; enemy life: 0; time: 729

RUN: run status: enemy: 5; fitness: 56.18436000992567; player life: 0; enemy life: 30.0; time: 912

RUN: run status: enemy: 5; fitness: 86.57751319863277; player life: 32.200000000000266; enemy life: 0; time: 767

RUN: run status: enemy: 5; fitness: 56.22235340636488; player life: 0; enemy life: 30.0; time: 878

RUN: run status: enemy: 5; fitness: 84.80653386742001; player life: 16.000000000000227; enemy life: 0; time: 892

RUN: run status: enemy: 5; fitness: 74.24423107801574; player life: 0; enemy life: 10.0; time: 859

RUN: run status: enemy: 5; fitness: 74.49224472101788; player life: 4.0000000000002345; enemy life: 10.0; time: 1000

RUN: run status: enemy: 5; fitness: 74.91224472101788; player life: 8.200000000000232; enemy life: 10.0; time: 1000

RUN: run status: enemy: 5; fitness: 56.112447428335386; player life: 0; enemy life: 30.0; time: 980

RUN: run status: enemy: 5; fitness: 38.336867304009196; player life: 0; enemy life: 50.0; time: 783

RUN: run status: enemy: 5; fitness: 85.66219530497634; player life: 23.800000000000246; enemy life: 0; time: 827

RUN: run status: enemy: 5; fitness: 74.1403850963458; player life: 0; enemy life: 10.0; time: 953

RUN: run status: enemy: 5; fitness: 29.24190549557227; player life: 0; enemy life: 60.0; time: 861

RUN: run status: enemy: 5; fitness: 47.25124045250832; player life: 0; enemy life: 40.0; time: 853

RUN: run status: enemy: 5; fitness: 65.19224472101789; player life: 1.000000000000234; enemy life: 20.0; time: 1000

RUN: run status: enemy: 5; fitness: 47.30543794147891; player life: 0; enemy life: 40.0; time: 808

RUN: run status: enemy: 5; fitness: 84.5594806403938; player life: 13.00000000000023; enemy life: 0; time: 846

RUN: run status: enemy: 5; fitness: 65.26898189951791; player life: 0; enemy life: 20.0; time: 838

RUN: run status: enemy: 5; fitness: 47.25124045250832; player life: 0; enemy life: 40.0; time: 853

RUN: run status: enemy: 5; fitness: 86.75541169631006; player life: 32.200000000000266; enemy life: 0; time: 642

RUN: run status: enemy: 5; fitness: 56.912244721017885; player life: 8.200000000000232; enemy life: 30.0; time: 1000

RUN: run status: enemy: 5; fitness: 89.76539190157784; player life: 59.80000000000033; enemy life: 0; time: 500

RUN: run status: enemy: 5; fitness: 85.0042194860387; player life: 16.000000000000227; enemy life: 0; time: 732

RUN: run status: enemy: 5; fitness: 65.37224472101789; player life: 2.8000000000002343; enemy life: 20.0; time: 1000

RUN: run status: enemy: 5; fitness: 65.25358787142663; player life: 0; enemy life: 20.0; time: 851

RUN: run status: enemy: 5; fitness: 74.73224472101789; player life: 6.400000000000233; enemy life: 10.0; time: 1000

RUN: run status: enemy: 5; fitness: 38.20205958702507; player life: 0; enemy life: 50.0; time: 896

RUN: run status: enemy: 5; fitness: 85.77178089723765; player life: 23.200000000000244; enemy life: 0; time: 698

RUN: run status: enemy: 5; fitness: 85.89686730400923; player life: 25.60000000000025; enemy life: 0; time: 783

RUN: run status: enemy: 5; fitness: 65.15412012473595; player life: 0; enemy life: 20.0; time: 940

RUN: run status: enemy: 5; fitness: 85.41876988127115; player life: 20.200000000000237; enemy life: 0; time: 736

RUN: run status: enemy: 5; fitness: 47.32670203223235; player life: 0; enemy life: 40.0; time: 791

RUN: run status: enemy: 5; fitness: 65.21780794399321; player life: 0; enemy life: 20.0; time: 882

RUN: run status: enemy: 5; fitness: 87.6714385944544; player life: 40.600000000000286; enemy life: 0; time: 595

RUN: run status: enemy: 5; fitness: 84.36296575233354; player life: 10.60000000000023; enemy life: 0; time: 810

RUN: run status: enemy: 5; fitness: 86.19177175158262; player life: 28.600000000000257; enemy life: 0; time: 787

RUN: run status: enemy: 5; fitness: 86.7114099739034; player life: 29.20000000000026; enemy life: 0; time: 497

RUN: run status: enemy: 5; fitness: 47.42631983303936; player life: 0; enemy life: 40.0; time: 716

RUN: run status: enemy: 5; fitness: 65.25476365051564; player life: 0; enemy life: 20.0; time: 850

RUN: run status: enemy: 5; fitness: 38.373282250750975; player life: 0; enemy life: 50.0; time: 755

RUN: run status: enemy: 5; fitness: 83.92266718531442; player life: 7.600000000000232; enemy life: 0; time: 932

RUN: run status: enemy: 5; fitness: 47.20653386741999; player life: 0; enemy life: 40.0; time: 892

RUN: run status: enemy: 5; fitness: 84.05681188675916; player life: 7.600000000000232; enemy life: 0; time: 815

RUN: run status: enemy: 5; fitness: 85.21063674656257; player life: 18.400000000000233; enemy life: 0; time: 757

RUN: run status: enemy: 5; fitness: 29.37195862382047; player life: 0; enemy life: 60.0; time: 756

RUN: run status: enemy: 5; fitness: 65.29681188675914; player life: 0; enemy life: 20.0; time: 815

RUN: run status: enemy: 5; fitness: 83.49224472101788; player life: 4.0000000000002345; enemy life: 0; time: 1000

RUN: run status: enemy: 5; fitness: 29.14248593745461; player life: 0; enemy life: 60.0; time: 951

RUN: run status: enemy: 5; fitness: 56.85224472101789; player life: 7.600000000000232; enemy life: 30.0; time: 1000

RUN: run status: enemy: 5; fitness: 20.366681566719624; player life: 0; enemy life: 70.0; time: 760

RUN: run status: enemy: 5; fitness: 20.252244721017888; player life: 1.6000000000002341; enemy life: 70.0; time: 1000

RUN: run status: enemy: 5; fitness: 47.17998363532587; player life: 0; enemy life: 40.0; time: 916

RUN: run status: enemy: 5; fitness: 65.22921057609102; player life: 0; enemy life: 20.0; time: 872

RUN: run status: enemy: 5; fitness: 47.32040081415562; player life: 0; enemy life: 40.0; time: 796

RUN: run status: enemy: 5; fitness: 83.64085271205963; player life: 1.6000000000002341; enemy life: 0; time: 678

RUN: run status: enemy: 5; fitness: 65.17998363532587; player life: 0; enemy life: 20.0; time: 916

RUN: run status: enemy: 5; fitness: 47.1669682672138; player life: 0; enemy life: 40.0; time: 928

RUN: run status: enemy: 5; fitness: 48.092244721017885; player life: 10.000000000000231; enemy life: 40.0; time: 1000

RUN: run status: enemy: 5; fitness: 47.128908705389456; player life: 0; enemy life: 40.0; time: 964

RUN: run status: enemy: 5; fitness: 38.31040073082103; player life: 0; enemy life: 50.0; time: 804

RUN: run status: enemy: 5; fitness: 56.093245221351445; player life: 0; enemy life: 30.0; time: 999

RUN: run status: enemy: 5; fitness: 38.23842723119594; player life: 0; enemy life: 50.0; time: 864

RUN: run status: enemy: 5; fitness: 85.1561444734679; player life: 17.20000000000023; enemy life: 0; time: 709

RUN: run status: enemy: 5; fitness: 74.17780260937951; player life: 0; enemy life: 10.0; time: 918

RUN: run status: enemy: 5; fitness: 65.2054134191235; player life: 0; enemy life: 20.0; time: 893

RUN: run status: enemy: 5; fitness: 56.316639054233725; player life: 0; enemy life: 30.0; time: 799

RUN: run status: enemy: 5; fitness: 89.32363040979632; player life: 55.60000000000032; enemy life: 0; time: 511

RUN: run status: enemy: 5; fitness: 56.170206262487575; player life: 0; enemy life: 30.0; time: 925

RUN: run status: enemy: 5; fitness: 89.73998334634746; player life: 59.20000000000033; enemy life: 0; time: 483

RUN: run status: enemy: 5; fitness: 65.11346835746949; player life: 0; enemy life: 20.0; time: 979

RUN: run status: enemy: 5; fitness: 56.151994725423634; player life: 0; enemy life: 30.0; time: 942

RUN: run status: enemy: 5; fitness: 2.157316717761578; player life: 0; enemy life: 90.0; time: 937

RUN: run status: enemy: 5; fitness: 74.15625005099378; player life: 0; enemy life: 10.0; time: 938

RUN: run status: enemy: 5; fitness: 65.14564549774498; player life: 0; enemy life: 20.0; time: 948

RUN: run status: enemy: 5; fitness: 56.26303304199814; player life: 0; enemy life: 30.0; time: 843

RUN: run status: enemy: 5; fitness: 84.10128546567005; player life: 10.000000000000231; enemy life: 0; time: 991

RUN: run status: enemy: 5; fitness: 47.85224472101789; player life: 7.600000000000232; enemy life: 40.0; time: 1000

RUN: run status: enemy: 5; fitness: 84.9523116264367; player life: 16.000000000000227; enemy life: 0; time: 771

RUN: run status: enemy: 5; fitness: 84.60216942854586; player life: 14.200000000000228; enemy life: 0; time: 914

RUN: run status: enemy: 5; fitness: 48.03224472101789; player life: 9.400000000000231; enemy life: 40.0; time: 1000

RUN: run status: enemy: 5; fitness: 47.151994725423634; player life: 0; enemy life: 40.0; time: 942

RUN: run status: enemy: 5; fitness: 83.43412012473598; player life: 2.8000000000002343; enemy life: 0; time: 940

RUN: run status: enemy: 5; fitness: 74.25124045250833; player life: 0; enemy life: 10.0; time: 853

RUN: run status: enemy: 5; fitness: 38.273766597641256; player life: 0; enemy life: 50.0; time: 834

RUN: run status: enemy: 5; fitness: 65.16804643443415; player life: 0; enemy life: 20.0; time: 927

RUN: run status: enemy: 5; fitness: 84.27376659764128; player life: 10.000000000000231; enemy life: 0; time: 834

RUN: run status: enemy: 5; fitness: 74.15625005099378; player life: 0; enemy life: 10.0; time: 938

RUN: run status: enemy: 5; fitness: 29.245395900512037; player life: 0; enemy life: 60.0; time: 858

RUN: run status: enemy: 5; fitness: 74.25224472101789; player life: 1.6000000000002341; enemy life: 10.0; time: 1000

RUN: run status: enemy: 5; fitness: 85.41017592951056; player life: 21.40000000000024; enemy life: 0; time: 837

RUN: run status: enemy: 5; fitness: 38.15945347071131; player life: 0; enemy life: 50.0; time: 935

